213	CAMPO GRANDE, MS	01/04/2000	003	009	023	030	032	035	3	312	18348	7.089.194,54	7.299,77	123,66	
214	SANTA ROSA, RS	08/04/2000	006	012	030	031	035	050	0	54	3769	0,00	15.578,04	222,35	
215	LONDRINA, PR	15/04/2000	007	028	037	046	053	058	0	78	4942	0,00	12.078,40	189,92	
216	PORTO SEGURO, BA	22/04/2000	014	018	030	035	042	059	4	91	5049	801.057,55	9.745,75	175,00	
217	XANXERÊ, SC	29/04/2000	003	027	032	045	049	051	0	159	5820	0,00	4.599,62	125,19	
218	SARANDI, RS	06/05/2000	012	017	040	042	047	054	1	95	4679	1.878.255,09	8.777,61	177,55	
219	OSASCO, SP	13/05/2000	023	026	028	036	042	049	0	80	5139	0,00	9.221,78	143,02	
220	FRANCA, SP	20/05/2000	013	014	036	053	055	060	1	125	8067	12.636.751,12	12.488,05	192,78	
221	JUIZ DE FORA, MG	27/05/2000	013	027	043	050	054	058	0	49	3793	0,00	14.565,66	187,45	
222	OURINHOS, SP	03/06/2000	005	019	030	048	052	055	0	55	4462	0,00	15.243,16	187,18	
223		10/06/2000	002	006	022	024	028	058	0	163	7780	0,00	5.838,31	121,86	
224	CARUARU, PE	17/06/2000	007	016	018	020	021	044	0	119	7185	0,00	8.706,35	143,77	
225	BRASÍLIA, DF	24/06/2000	002	004	016	021	037	058	0	83	5517	0,00	12.542,39	188,14	
226	BRASÍLIA, DF	01/07/2000	001	002	038	049	050	059	1	78	4123	6.916.920,13	15.170,39	286,14	
227	MONTES CLAROS, MG	08/07/2000	011	026	027	037	042	048	0	51	3648	0,00	14.471,45	201,72	
228	JACAREI, SP	15/07/2000	013	016	040	043	045	059	0	64	4497	0,00	13.240,28	187,87	
229	GARANHUNS, PE	22/07/2000	011	013	021	033	039	045	1	121	7685	2.992.781,57	7.508,79	117,88	
230	CAICÓ, RN	29/07/2000	008	040	041	044	053	056	0	94	5820	0,00	15.000,56	241,56	
231	ASSIS, SP	05/08/2000	016	027	036	042	044	059	0	125	9458	0,00	12.896,11	169,93	
232	ASSIS, SP	12/08/2000	019	022	029	037	041	059	0	124	8807	0,00	14.598,36	204,93	
233	BRASÍLIA, DF	19/08/2000	003	007	024	032	036	045	5	512	21452	3.196.547,03	3.790,28	90,20	
234	BRASÍLIA, DF	26/08/2000	015	025	041	042	045	054	0	39	3505	0,00	19.369,91	214,89	
235	UNAÍ, MG	02/09/2000	002	022	029	031	041	055	0	52	3086	0,00	16.604,49	278,96	
236	BIRIGUI, SP	09/09/2000	010	025	050	052	057	060	0	76	4703	0,00	12.197,95	196,53	
